,STATE,STATEFP,COUNTYFP,COUNTYNAME,COUSUBFP,COUSUBNS,COUSUBNAME,CLASSFP,FUNCSTAT,PENN_DOT_MUNI_ID,POPULATION,BIKE_TO_WORK_EST,BIKE_TO_WORK_MARG,WALK_TO_WORK_EST,WALK_TO_WORK_MARG,DRIVE_SOLO_TO_WORK_EST,DRIVE_SOLO_TO_WORK_MARG,CARPOOL_TO_WORK_EST,CARPOOL_TO_WORK_MARG,PUBTRANS_TO_WORK_EST,PUBTRANS_TO_WORK_MARG,AUTOMOBILE_COUNT,BICYCLE_BY_AUTO_COUNT,BICYCLE_DEATH_BY_AUTO_COUNT,BICYCLE_SUSP_SERIOUS_INJ_BY_AUTO_COUNT,PED_BY_AUTO_COUNT,PED_DEATH_BY_AUTO_COUNT,PED_SUSP_SERIOUS_INJ_BY_AUTO_COUNT,BICYCLE_SOLO_COUNT,BICYCLE_DEATH_SOLO_COUNT,BICYCLE_SUSP_SERIOUS_INJ_SOLO_COUNT,PED_SOLO_COUNT,PED_DEATH_SOLO_COUNT,PED_SUSP_SERIOUS_INJ_SOLO_COUNT,TOTAL_BICYCLE_BY_AUTO_COUNT,TOTAL_PED_BY_AUTO_COUNT,TOTAL_BICYCLE_SOLO_COUNT,TOTAL_PED_SOLO_COUNT
257,PA,42,091,MONTGOMERY COUNTY,00156,01216850,ABINGTON TOWNSHIP,T1,A,46101,58131,8,13,632,304,20281,835,1993,411,1518,250,75.0,15.0,0.0,0.0,60.0,4.0,4.0,18.0,0.0,0.0,44.0,0.0,2.0,0.0,8.0,0.0,2.0
258,PA,42,133,YORK COUNTY,73168,01217308,SPRING GARDEN TOWNSHIP,T1,A,66101,13652,8,12,469,120,4380,375,497,152,151,118,10.0,5.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
259,PA,42,041,CUMBERLAND COUNTY,50472,01216340,MONROE TOWNSHIP,T1,A,21207,6247,8,16,27,34,2608,312,156,118,0,16,3.0,2.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0
260,PA,42,027,CENTRE COUNTY,49360,01216132,MILES TOWNSHIP,T1,A,14215,1738,8,9,36,16,333,53,100,34,12,12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
261,PA,42,021,CAMBRIA COUNTY,22144,01215018,EBENSBURG BOROUGH,C5,F,11411,3402,7,12,99,78,1160,213,98,126,9,14,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
262,PA,42,003,ALLEGHENY COUNTY,06064,01214770,BETHEL PARK MUNICIPALITY,C5,F,2407,33356,7,11,112,81,11841,618,728,172,1209,216,10.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
263,PA,42,001,ADAMS COUNTY,00116,01214750,ABBOTTSTOWN BOROUGH,C5,F,1401,857,7,11,6,8,355,60,43,22,0,11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
264,PA,42,133,YORK COUNTY,15656,01217283,CONEWAGO TOWNSHIP,T1,A,66204,8444,7,17,0,16,4005,465,432,199,4,10,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0
265,PA,42,049,ERIE COUNTY,32520,01216416,HARBORCREEK TOWNSHIP,T1,A,25210,16665,7,10,251,117,5834,397,499,156,9,15,8.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0
266,PA,42,071,LANCASTER COUNTY,43816,01215340,LITITZ BOROUGH,C5,F,36409,9485,7,12,235,93,3579,313,344,135,95,123,7.0,1.0,1.0,0.0,6.0,0.0,1.0,6.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0
267,PA,42,003,ALLEGHENY COUNTY,42392,01214804,LEETSDALE BOROUGH,C5,F,2441,1137,7,9,64,41,410,64,9,14,57,28,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
268,PA,42,091,MONTGOMERY COUNTY,61664,01216869,PLYMOUTH TOWNSHIP,T1,A,46107,18073,7,10,57,60,7116,437,527,160,378,105,14.0,5.0,0.0,2.0,11.0,0.0,1.0,5.0,0.0,1.0,11.0,0.0,3.0,2.0,1.0,1.0,3.0
269,PA,42,071,LANCASTER COUNTY,22336,01216627,EDEN TOWNSHIP,T1,A,36216,2302,6,7,87,60,390,76,339,108,0,11,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
270,PA,42,109,SNYDER COUNTY,27440,01217031,FRANKLIN TOWNSHIP,T1,A,54205,2153,6,9,17,17,947,165,100,59,6,8,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,PA,42,077,LEHIGH COUNTY,71144,01215379,SLATINGTON BOROUGH,C5,F,39408,4276,6,10,63,75,1364,185,243,152,0,11,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
272,PA,42,007,BEAVER COUNTY,02288,01214862,AMBRIDGE BOROUGH,C5,F,4402,6959,6,9,140,93,2403,279,556,224,203,104,7.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0,1.0
273,PA,42,069,LACKAWANNA COUNTY,51208,01215325,MOSCOW BOROUGH,C5,F,35411,1773,6,9,10,14,676,173,66,35,0,11,2.0,0.0,0.0,0.0,2.0,0.0,1.0,,,,,,,0.0,1.0,,
274,PA,42,009,BEDFORD COUNTY,24304,01214897,EVERETT BOROUGH,C5,F,5403,1983,6,10,79,51,641,164,93,50,0,11,,,,,,,,0.0,0.0,0.0,2.0,0.0,1.0,,,0.0,1.0
275,PA,42,049,ERIE COUNTY,49548,01216420,MILLCREEK TOWNSHIP,T1,A,25213,54022,6,10,152,82,21878,784,2456,462,126,72,40.0,18.0,1.0,3.0,24.0,3.0,1.0,19.0,1.0,2.0,25.0,0.0,3.0,4.0,4.0,3.0,3.0
276,PA,42,081,LYCOMING COUNTY,36160,01215420,HUGHESVILLE BOROUGH,C5,F,41402,2529,6,9,44,35,1187,254,91,56,6,10,3.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,0.0,0.0,,
277,PA,42,003,ALLEGHENY COUNTY,49920,01214809,MILLVALE BOROUGH,C5,F,2445,3414,6,14,195,124,1494,157,80,50,100,69,3.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
278,PA,42,001,ADAMS COUNTY,32200,01215784,HAMILTONBAN TOWNSHIP,T1,A,1209,2179,6,9,32,30,866,131,86,48,14,19,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0,1.0
279,PA,42,029,CHESTER COUNTY,82576,01216187,WEST BRANDYWINE TOWNSHIP,T1,A,15244,7369,6,14,35,46,2743,243,383,140,69,52,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
280,PA,42,097,NORTHUMBERLAND COUNTY,77830,01216929,TURBOT TOWNSHIP,T1,A,49216,1553,6,8,6,6,643,102,29,28,10,13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
281,PA,42,013,BLAIR COUNTY,44328,01215965,LOGAN TOWNSHIP,T1,A,7210,12360,5,9,77,65,4616,402,421,139,15,24,6.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0
282,PA,42,077,LEHIGH COUNTY,32400,01216687,HANOVER TOWNSHIP,T1,A,39201,1892,5,8,30,38,727,97,172,180,9,9,7.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
283,PA,42,001,ADAMS COUNTY,74680,01215794,STRABAN TOWNSHIP,T1,A,1219,4901,5,8,8,15,1647,189,139,87,0,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
284,PA,42,007,BEAVER COUNTY,06240,01217435,BIG BEAVER BOROUGH,C5,F,4405,1721,5,7,4,6,632,105,16,14,0,11,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0
285,PA,42,071,LANCASTER COUNTY,04376,01216612,BART TOWNSHIP,T1,A,36201,3193,5,7,107,47,571,179,311,119,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,1.0
286,PA,42,031,CLARION COUNTY,53248,01215087,NEW BETHLEHEM BOROUGH,C5,F,16407,821,5,7,11,9,221,85,37,27,0,11,,,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0
287,PA,42,043,DAUPHIN COUNTY,45592,02086583,LYKENS BOROUGH,C5,F,22408,1616,5,7,33,15,421,86,170,139,0,11,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
288,PA,42,045,DELAWARE COUNTY,00676,01215173,ALDAN BOROUGH,C5,F,23401,4214,5,7,5,10,1479,194,64,41,410,262,8.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
289,PA,42,109,SNYDER COUNTY,49016,01217033,MIDDLECREEK TOWNSHIP,T1,A,54207,2109,5,7,12,12,863,186,64,38,16,23,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
290,PA,42,097,NORTHUMBERLAND COUNTY,61832,01216924,POINT TOWNSHIP,T1,A,49211,3812,5,9,17,27,1506,186,151,105,0,11,,,,,,,,0.0,0.0,0.0,3.0,1.0,1.0,,,0.0,2.0
291,PA,42,037,COLUMBIA COUNTY,08472,02086573,BRIAR CREEK BOROUGH,C5,F,19404,1045,5,8,2,3,243,76,12,13,15,34,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,
292,PA,42,091,MONTGOMERY COUNTY,79040,01216875,UPPER FREDERICK TOWNSHIP,T1,A,46217,3683,5,10,21,22,1397,193,78,50,13,21,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
293,PA,42,091,MONTGOMERY COUNTY,21200,01215468,EAST GREENVILLE BOROUGH,C5,F,46406,3139,5,8,81,45,1449,125,87,40,0,11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
294,PA,42,011,BERKS COUNTY,77104,01214932,TOPTON BOROUGH,C5,F,6423,2243,4,7,53,40,1139,295,14,15,0,11,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
295,PA,42,027,CENTRE COUNTY,31472,01216124,GREGG TOWNSHIP,T1,A,14207,2030,4,6,31,35,704,124,121,60,5,8,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,0.0,1.0,,
296,PA,42,009,BEDFORD COUNTY,21736,01215892,EAST PROVIDENCE TOWNSHIP,T1,A,5206,1581,4,5,33,31,569,102,84,36,4,6,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0,1.0
297,PA,42,129,WESTMORELAND COUNTY,54104,01215715,NEW STANTON BOROUGH,C5,F,64436,2492,4,6,33,27,1128,201,21,17,1,4,2.0,0.0,0.0,0.0,2.0,1.0,1.0,,,,,,,0.0,2.0,,
298,PA,42,107,SCHUYLKILL COUNTY,53944,01215559,NEW PHILADELPHIA BOROUGH,C5,F,53417,999,4,4,27,15,385,80,38,22,0,11,3.0,0.0,0.0,0.0,2.0,0.0,1.0,,,,,,,0.0,1.0,,
299,PA,42,055,FRANKLIN COUNTY,48704,01215245,MERCERSBURG BOROUGH,C5,F,28403,1724,4,8,106,49,686,186,87,40,0,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
300,PA,42,029,CHESTER COUNTY,79352,01216180,UPPER UWCHLAN TOWNSHIP,T1,A,15238,12270,4,8,27,29,4285,425,263,126,66,72,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
301,PA,42,045,DELAWARE COUNTY,47344,01215186,MARCUS HOOK BOROUGH,C5,F,23413,2304,4,9,21,21,568,146,303,191,39,46,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
302,PA,42,013,BLAIR COUNTY,02184,01214939,ALTOONA CITY,C5,F,7301,44114,4,6,761,210,14943,816,1391,269,508,209,64.0,13.0,0.0,1.0,49.0,1.0,7.0,21.0,0.0,3.0,41.0,0.0,8.0,1.0,8.0,3.0,8.0
303,PA,42,097,NORTHUMBERLAND COUNTY,69608,01216928,SHAMOKIN TOWNSHIP,T1,A,49215,2475,4,7,9,11,1107,178,102,75,0,11,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0,1.0
304,PA,42,017,BUCKS COUNTY,41392,01214968,LANGHORNE BOROUGH,C5,F,9407,1655,4,5,13,12,708,128,45,30,12,13,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
305,PA,42,011,BERKS COUNTY,60176,01215942,PIKE TOWNSHIP,T1,A,6231,1579,4,5,9,14,740,92,21,13,4,5,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
306,PA,42,041,CUMBERLAND COUNTY,55248,01216342,NORTH NEWTON TOWNSHIP,T1,A,21209,2552,4,6,43,32,981,147,60,35,11,12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,
307,PA,42,065,JEFFERSON COUNTY,87168,01216577,YOUNG TOWNSHIP,T1,A,33223,1593,4,6,19,21,558,90,33,19,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
308,PA,42,001,ADAMS COUNTY,78264,01215796,UNION TOWNSHIP,T1,A,1221,3081,4,7,6,8,1194,133,129,60,0,11,3.0,0.0,0.0,0.0,4.0,0.0,3.0,,,,,,,0.0,3.0,,
309,PA,42,003,ALLEGHENY COUNTY,53136,01215818,NEVILLE TOWNSHIP,T1,A,2110,953,4,6,13,13,345,62,41,28,37,27,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
310,PA,42,069,LACKAWANNA COUNTY,18088,01215318,DALTON BOROUGH,C5,F,35405,1359,4,5,3,4,607,125,44,21,0,11,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0,1.0
311,PA,42,007,BEAVER COUNTY,15872,01214867,CONWAY BOROUGH,C5,F,4407,2154,4,6,19,18,804,133,87,36,0,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
312,PA,42,071,LANCASTER COUNTY,15384,01215334,COLUMBIA BOROUGH,C5,F,36404,10243,3,6,183,118,3925,356,365,137,200,102,6.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,2.0
313,PA,42,063,INDIANA COUNTY,67648,01215294,SALTSBURG BOROUGH,C5,F,32412,736,3,4,14,11,265,87,18,12,5,5,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
314,PA,42,075,LEBANON COUNTY,83312,01215370,WEST LEBANON TOWNSHIP,T1,A,38102,864,3,5,15,16,393,108,63,43,9,17,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
315,PA,42,083,MCKEAN COUNTY,08048,01216780,BRADFORD TOWNSHIP,T1,A,42202,4862,3,6,106,57,1985,190,174,92,1,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
316,PA,42,021,CAMBRIA COUNTY,28328,01215022,GALLITZIN BOROUGH,C5,F,11415,1628,3,4,13,8,591,101,57,26,0,11,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
317,PA,42,055,FRANKLIN COUNTY,45496,01216465,LURGAN TOWNSHIP,T1,A,28207,2029,3,4,15,11,616,113,199,68,9,10,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,1.0
318,PA,42,047,ELK COUNTY,38368,01216403,JONES TOWNSHIP,T1,A,24207,1559,3,4,25,20,601,98,36,23,0,11,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
319,PA,42,043,DAUPHIN COUNTY,85320,01215172,WILLIAMSTOWN BOROUGH,C5,F,22416,1121,3,5,19,12,370,63,64,38,0,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
320,PA,42,011,BERKS COUNTY,47440,01215934,MARION TOWNSHIP,T1,A,6223,1643,3,4,11,9,533,94,11,11,0,11,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
321,PA,42,123,WARREN COUNTY,48272,01217169,MEAD TOWNSHIP,T1,A,61214,1396,3,4,22,16,516,91,79,36,3,5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
322,PA,42,133,YORK COUNTY,33624,01217290,HEIDELBERG TOWNSHIP,T1,A,66211,3035,3,5,23,27,1393,101,223,165,0,11,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
323,PA,42,039,CRAWFORD COUNTY,10912,01215131,CAMBRIDGE SPRINGS BOROUGH,C5,F,20402,2502,3,4,45,22,624,152,34,16,0,11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,
324,PA,42,029,CHESTER COUNTY,68288,01216175,SCHUYLKILL TOWNSHIP,T1,A,15233,8748,3,6,81,53,3326,370,237,126,80,43,4.0,0.0,0.0,0.0,4.0,0.0,0.0,,,,,,,0.0,0.0,,
325,PA,42,025,CARBON COUNTY,04816,01215042,BEAVER MEADOWS BOROUGH,C5,F,13401,730,3,6,6,8,288,72,40,30,0,11,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,0.0,0.0,,
326,PA,42,107,SCHUYLKILL COUNTY,66944,01217015,RYAN TOWNSHIP,T1,A,53226,2508,3,4,0,11,524,128,19,13,3,4,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
327,PA,42,037,COLUMBIA COUNTY,31392,01216281,GREENWOOD TOWNSHIP,T1,A,19209,1754,3,4,18,11,629,92,74,37,0,11,,,,,,,,0.0,0.0,0.0,2.0,1.0,0.0,,,0.0,1.0
328,PA,42,033,CLEARFIELD COUNTY,14064,01215096,CLEARFIELD BOROUGH,C5,F,17404,5991,3,5,100,87,2242,287,60,42,9,12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
329,PA,42,131,WYOMING COUNTY,77784,01215735,TUNKHANNOCK BOROUGH,C5,F,65405,1777,3,5,65,39,555,99,63,41,0,11,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
330,PA,42,033,CLEARFIELD COUNTY,13240,01215095,CHESTER HILL BOROUGH,C5,F,17403,687,2,5,14,20,263,82,37,23,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
331,PA,42,079,LUZERNE COUNTY,84552,01215415,WHITE HAVEN BOROUGH,C5,F,40431,1054,2,3,2,4,362,72,56,33,0,11,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,,
332,PA,42,063,INDIANA COUNTY,63584,01216548,RAYNE TOWNSHIP,T1,A,32218,2821,2,4,2,5,1037,214,117,68,0,11,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
333,PA,42,041,CUMBERLAND COUNTY,83800,01216352,WEST PENNSBORO TOWNSHIP,T1,A,21219,5587,2,4,0,16,2336,300,60,57,0,16,,,,,,,,1.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0
334,PA,42,045,DELAWARE COUNTY,66192,01215194,ROSE VALLEY BOROUGH,C5,F,23421,1116,2,3,8,11,307,73,26,17,28,14,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,1.0
335,PA,42,001,ADAMS COUNTY,36424,01215786,HUNTINGTON TOWNSHIP,T1,A,1211,2476,2,5,8,13,1003,139,78,36,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
336,PA,42,041,CUMBERLAND COUNTY,53464,01215152,NEW CUMBERLAND BOROUGH,C5,F,21407,7481,1,3,118,98,2954,318,370,163,33,39,8.0,1.0,0.0,0.0,8.0,0.0,2.0,2.0,0.0,1.0,4.0,0.0,2.0,0.0,2.0,1.0,2.0
337,PA,42,041,CUMBERLAND COUNTY,70792,01216345,SILVER SPRING TOWNSHIP,T1,A,21212,19064,1,3,107,104,6836,602,580,245,35,42,4.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,0.0,2.0,4.0,3.0,1.0,0.0,2.0,2.0,4.0
338,PA,42,129,WESTMORELAND COUNTY,47000,01215708,MANOR BOROUGH,C5,F,64415,3526,0,11,19,30,1480,199,34,33,10,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
339,PA,42,129,WESTMORELAND COUNTY,51880,01215710,MOUNT PLEASANT BOROUGH,C5,F,64416,4261,0,11,35,25,1606,292,160,80,5,8,3.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,0.0,1.0,,
340,PA,42,083,MCKEAN COUNTY,38912,01216787,KEATING TOWNSHIP,T1,A,42209,2744,0,11,24,22,942,139,127,55,0,11,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0,1.0
341,PA,42,129,WESTMORELAND COUNTY,51888,01217242,MOUNT PLEASANT TOWNSHIP,T1,A,64212,10159,0,18,123,84,4057,287,210,87,0,18,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0
342,PA,42,129,WESTMORELAND COUNTY,52432,01215711,MURRYSVILLE MUNICIPALITY,C5,F,64437,20810,0,21,167,151,7103,582,370,122,280,124,3.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,3.0
343,PA,42,083,MCKEAN COUNTY,26936,01216784,FOSTER TOWNSHIP,T1,A,42206,4024,0,11,91,85,1490,169,190,110,0,11,,,,,,,,2.0,0.0,1.0,3.0,0.0,1.0,,,1.0,1.0
344,PA,42,129,WESTMORELAND COUNTY,53544,01215713,NEW FLORENCE BOROUGH,C5,F,64418,628,0,11,24,18,183,49,24,19,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,1.0
345,PA,42,083,MCKEAN COUNTY,08040,01215429,BRADFORD CITY,C5,F,42301,7913,0,16,200,86,2222,324,569,200,111,108,7.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,1.0,9.0,0.0,3.0,0.0,1.0,1.0,3.0
346,PA,42,081,LYCOMING COUNTY,86456,01216778,WOODWARD TOWNSHIP,T1,A,41242,1941,0,11,0,11,705,101,17,16,5,7,7.0,0.0,0.0,0.0,8.0,3.0,1.0,,,,,,,0.0,4.0,,
347,PA,42,129,WESTMORELAND COUNTY,53736,01215714,NEW KENSINGTON CITY,C5,F,64305,12222,0,18,245,104,4077,341,706,218,105,72,19.0,6.0,0.0,0.0,11.0,0.0,1.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0
348,PA,42,081,LYCOMING COUNTY,85984,01216777,WOLF TOWNSHIP,T1,A,41241,3093,0,11,0,11,1265,210,23,24,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
349,PA,42,129,WESTMORELAND COUNTY,54776,01215716,NORTH BELLE VERNON BOROUGH,C5,F,64420,1731,0,11,36,28,641,93,53,43,5,8,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
350,PA,42,129,WESTMORELAND COUNTY,50344,01215709,MONESSEN CITY,C5,F,64304,6941,0,16,68,56,2310,206,252,109,123,96,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
351,PA,42,129,WESTMORELAND COUNTY,24608,01217237,FAIRFIELD TOWNSHIP,T1,A,64207,2171,0,11,28,29,675,120,105,98,20,18,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,
352,PA,42,129,WESTMORELAND COUNTY,31200,01215700,GREENSBURG CITY,C5,F,64302,14982,0,18,370,129,5758,433,428,122,40,35,18.0,3.0,0.0,0.0,16.0,1.0,2.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,3.0,0.0,1.0
353,PA,42,129,WESTMORELAND COUNTY,33792,01217239,HEMPFIELD TOWNSHIP,T1,A,64209,41795,0,24,362,146,16296,742,1474,342,115,60,7.0,2.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,6.0,1.0,0.0,0.0,6.0
354,PA,42,085,MERCER COUNTY,31328,01215439,GREENVILLE BOROUGH,C5,F,43403,5578,0,16,191,82,1887,225,147,77,11,13,7.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0
355,PA,42,085,MERCER COUNTY,27824,01216799,FRENCH CREEK TOWNSHIP,T1,A,43207,608,0,11,1,4,252,56,31,18,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
356,PA,42,085,MERCER COUNTY,27688,01215438,FREDONIA BOROUGH,C5,F,43402,329,0,11,1,4,146,51,12,11,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
357,PA,42,085,MERCER COUNTY,25360,01215437,FARRELL CITY,C5,F,43301,4329,0,11,85,48,970,171,95,63,2,5,5.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
358,PA,42,085,MERCER COUNTY,24904,01216798,FAIRVIEW TOWNSHIP,T1,A,43205,926,0,11,20,15,245,46,49,19,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
